1.89432,
1.89227,
1.88555,
1.87303,
1.85393,
1.82777,
1.79406,
1.75245,
1.70319,
1.64697,
1.58482,
1.51736,
1.43491,
1.33206,
1.21635,
1.11302,
1.03587,
0.974484,
0.946846,
0.968567,
1.03564,
1.1494,
1.3031,
1.49615,
1.66087,
1.73518,
1.72914,
1.65842,
1.53595,
1.4073,
1.31051,
1.27857,
1.33235,
1.40533,
1.44482,
1.43907,
1.38537,
1.29586,
1.21435,
1.1657,
1.13593,
1.15689,
1.25973,
1.44366,
1.62423,
1.7115,
1.70079,
1.6108,
1.46025,
1.30597,
1.2256,
1.23811,
1.32473,
1.48019,
1.60874,
1.63392,
1.58394,
1.49189,
1.38276,
1.26048,
1.15064,
1.04683,
0.920043,
0.770596,
0.639435,
0.554113,
0.508128,
0.501451,
0.535903,
0.610805,
0.720581,
0.848776,
0.976859,
1.10129,
1.20973,
1.29664,
1.36821,
1.42741,
1.47727,
1.52202,
1.56584,
1.61461,
1.67277,
1.74141,
1.8169,
1.89436,
1.9305,
1.91002,
1.85686,
1.80829,
1.79184,
1.8053,
1.84741,
1.91606,
1.97437,
1.9876,
1.95771,
1.89174,
1.82037,
1.76996,
1.74202,
1.74164,
1.77039,
1.82555,
1.90294,
1.9715,
2.00879,
2.01566,
1.99343,
1.94735,
1.88359,
1.82916,
1.80101,
1.79551,
1.81157,
1.84822,
1.90161,
1.94306,
1.95176,
1.93247,
1.89019,
1.83431,
1.77184,
1.70398,
1.63218,
1.55874,
1.48601,
1.41587,
1.34953,
1.28797,
1.25831,
1.26794,
1.30504,
1.37457,
1.42597,
1.42007,
1.37604,
1.3145,
1.28183,
1.30759,
1.38543,
1.45309,
1.46,
1.41495,
1.32791,
1.23773,
1.20333,
1.24159,
1.34431,
1.44616,
1.47639,
1.43651,
1.3517,
1.24217,
1.17463,
1.18913,
1.27204,
1.42537,
1.55813,
1.59621,
1.55744,
1.45877,
1.31357,
1.20396,
1.18773,
1.25476,
1.39939,
1.52307,
1.54758,
1.49089,
1.37578,
1.22233,
1.06838,
0.976689,
0.965791,
1.01593,
1.11113,
1.24618,
1.41687,
1.54425,
1.57231,
1.58086,
1.62631,
1.70393,
1.81388,
1.9539,
2.04603,
2.03625,
1.96036,
1.84114,
1.73012,
1.65685,
1.61082,
1.58301,
1.56746,
1.5798,
1.62665,
1.70162,
1.80368,
1.93056,
2.03199,
2.06138,
2.02711,
1.94223,
1.81811,
1.69068,
1.59965,
1.55047,
1.53775,
1.55636,
1.60213,
1.66407,
1.73516,
1.81583,
1.90521,
1.9671,
1.97592,
1.94249,
1.87847,
1.819,
1.79274,
1.79982,
1.83895,
1.90761,
1.97363,
2.01423,
2.03343,
2.03186,
2.00976,
1.97011,
1.91737,
1.85663,
1.8131,
1.80243,
1.8166,
1.85165,
1.906,
1.95449,
1.9766,
1.97572,
1.95475,
1.92162,
1.88116,
1.83337,
1.77849,
1.71742,
1.65177,
1.5832,
1.51301,
1.4423,
1.36231,
1.26807,
1.18872,
1.13872,
1.10749,
1.09204,
1.09065,
1.1026,
1.15385,
1.26859,
1.45326,
1.62044,
1.69312,
1.68055,
1.59596,
1.4843,
1.38539,
1.30551,
1.28159,
1.33867,
1.40902,
1.42482,
1.38386,
1.30516,
1.24031,
1.21375,
1.21548,
1.24727,
1.31317,
1.45158,
1.60154,
1.67976,
1.68838,
1.64351,
1.56712,
1.45246,
1.3222,
1.24989,
1.23636,
1.25328,
1.30186,
1.38238,
1.42673,
1.37875,
1.29666,
1.27506,
1.35022,
1.4363,
1.46159,
1.41491,
1.30459,
1.17153,
1.03113,
0.870702,
0.686088,
0.524068,
0.418369,
0.359233,
0.339878,
0.356274,
0.404572,
0.48084,
0.579558,
0.675038,
0.755786,
0.821214,
0.867032,
0.891665,
0.895006,
0.876619,
0.835934,
0.776821,
0.726657,
0.702721,
0.700796,
0.718064,
0.753159,
0.804366,
0.867702,
0.928666,
0.977435,
1.01527,
1.04332,
1.06503,
1.08359,
1.10166,
1.12477,
1.16128,
