0,1,1,
0,1,0.998857,
0,1,0.994583,
0,1,0.990517,
0,1,0.986108,
0,1,0.981715,
0,1,0.977778,
0,1,0.974671,
0,1,0.972193,
0,1,0.970536,
0,1,0.969481,
0,0.993906,0.968979,
0,0.987638,0.971937,
0,0.985277,0.983891,
0,0.987665,1.00112,
0,0.992915,1.01232,
0,0.998975,1.01783,
0,1,1.01881,
0,1,1.01071,
0,1,0.998192,
0,1,0.988342,
0,0.996315,0.984388,
0,0.997209,0.99729,
0,1,1.01169,
0,1,1.02166,
0,1,1.02911,
0,1,1.02485,
0,1,1.01373,
0,1,1.00531,
0,1,0.997787,
0,1,0.98959,
0,1,0.982301,
0,1,0.98007,
0,1,0.985349,
0,1,0.988838,
0,1,0.991025,
0,1,0.999105,
0,1,1.01214,
0,1,1.02436,
0,1,1.02578,
0,1,1.01907,
0,1,1.00608,
0,1,0.990779,
0,1,0.983945,
0,1,0.988341,
0,1,1.00012,
0,1,1.00031,
0,1,0.997986,
0,1,0.991448,
0,1,0.976597,
0,1,0.976735,
0,1,0.993452,
0,1,1.01246,
0,1,1.02208,
0,1,1.01377,
0,1,0.992949,
0,1,0.979831,
0,1,0.984182,
0,1,1.00022,
0,1,1.01437,
0,1,1.01555,
0,1,1.01685,
0,1,1.02664,
0.000373228,1,1.03587,
0.00189946,1,1.04444,
0.00341405,1,1.04654,
0.00394552,1,1.02633,
0.0034178,1,0.997289,
0.00236579,1,0.971978,
0.00113425,1,0.958625,
0,1,0.951373,
0,1,0.961355,
0,1,0.981181,
0,1,1.00016,
0,1,1.01167,
0.000326369,1,1.02081,
0.000826462,1,1.01756,
0.00060323,1,1.00108,
0,1,0.983279,
0,1,0.972996,
0,1,0.968735,
0,1,0.972764,
0,1,0.982907,
0,1,0.993686,
0,1,1.00299,
0,1,1.00923,
0,1,1.01466,
0,1,1.01513,
0,1,1.00874,
0,1,0.997191,
0,1,0.98668,
0,1,0.984992,
0,1,0.991475,
0,1,1.00198,
0,1,1.01139,
0,1,1.01526,
0,1,1.01046,
0,1,0.999994,
0,1,0.988001,
0,1,0.982787,
0,1,0.984927,
0,1,0.991124,
0,1,0.999919,
0,1,1.00713,
0,1,1.01402,
0,1,1.01823,
2.1395e-05,1,1.01894,
0.000432205,1,1.01506,
0.00055701,1,1.00766,
0.000477852,1,1.00086,
0.000274811,1,0.994971,
1.59997e-05,1,0.991443,
0,1,0.991435,
0,1,0.995797,
0,1,1.00261,
0.000296515,1,1.00878,
0.000769142,1,1.01299,
0.00118004,1,1.01303,
0.00144337,1,1.00989,
0.00160764,1,1.00675,
0.00168982,1,1.00397,
0.00167497,1,1.00101,
0.00155094,1,0.997168,
0.00133117,1,0.993286,
0.00100255,1,0.989117,
0.000550852,1,0.984453,
0,1,0.979444,
0,1,0.975224,
0,1,0.971733,
0,1,0.969222,
0,1,0.967577,
0,1,0.966454,
0,1,0.970549,
0,1,0.983326,
0,1,0.998064,
0,1,1.00662,
0,1,1.01358,
0,1,1.01985,
0,1,1.02191,
0,1,1.01492,
0,1,1.00623,
0,1,1.00204,
0,1,1.00365,
0,1,1.01232,
0,1,1.01509,
0,1,1.00934,
0,1,1.00054,
0,1,0.992358,
0,1,0.986129,
0,1,0.985797,
0,1,0.990438,
0,1,0.993909,
0,1,0.995791,
0,1,0.997204,
0,1,1.00564,
0,1,1.01309,
0,1,1.015,
0,1,1.00427,
0,1,0.985903,
0,1,0.979516,
0,1,0.985914,
0,1,1.00106,
0,1,1.01946,
0,1,1.01659,
0,1,0.994159,
0,1,0.978631,
0,1,0.980738,
0,1,0.993881,
0,1,1.00484,
0,1,1.00549,
0,1,1.00137,
0,1,0.990062,
0,1,0.981205,
0,1,0.981589,
0,1,0.992336,
0,1,1.00738,
0,1,1.0191,
0,1,1.02396,
0,1,1.01105,
0,1,0.983848,
0,1,0.96957,
0,1,0.974216,
0,1,0.984954,
0,1,0.992734,
0,1,0.99993,
0,1,1.01096,
0,1,1.02387,
0,1,1.03833,
0.000788766,1,1.05262,
0.00272949,1,1.05867,
0.00448902,1,1.05607,
0.00550727,0.995942,1.03934,
0.00569876,0.99441,1.01685,
0.00518687,0.998505,0.994035,
0.00415281,1,0.971813,
0.00286793,1,0.957757,
0.00137253,1,0.94721,
0,1,0.940202,
0,1,0.936409,
0,1,0.943976,
0,1,0.961608,
0,1,0.981469,
0,1,0.99926,
0,1,1.00881,
0,1,1.01887,
0,1,1.02429,
0,1,1.02591,
0,1,1.0285,
0.000672022,1,1.02771,
0.00120286,1,1.02045,
0.00128717,1,1.00856,
0.000998005,1,0.995933,
0.000473517,1,0.984802,
0,1,0.97688,
0,1,0.974523,
0,1,0.97904,
0,1,0.988796,
0,1,1.00068,
0,1,1.00948,
0,1,1.01673,
0.000562023,1,1.02324,
0.00146494,1,1.02691,
0.00222581,1,1.02496,
0.00261718,1,1.01645,
0.0026479,1,1.0061,
0.0024372,1,0.997057,
0.00202246,1,0.988226,
0.00147478,1,0.981769,
0.000893014,1,0.978642,
0.00046903,1,0.981666,
0.000304844,1,0.989513,
0.000420782,1,0.999573,
0.000756176,1,1.00701,
0.00128873,1,1.01362,
0.0019257,1,1.01797,
0.00239928,1,1.01589,
0.00261591,1,1.0098,
0.0026513,1,1.00399,
0.00252208,1,0.998302,
0.0022456,1,0.992244,
0.00187785,1,0.987828,
0.0014955,1,0.985937,
0.00107733,1,0.984328,
0.000606764,1,0.982365,
7.77428e-05,1,0.980105,
0,1,0.977412,
0,1,0.975239,
0,1,0.973677,
0,1,0.972239,
0,1,0.9715,
0,1,0.973939,
0,1,0.983342,
0,1,0.999772,
0,1,1.011,
0,1,1.01626,
0,1,1.01203,
0,1,0.999143,
0,1,0.983231,
0,1,0.976295,
0,1,0.984355,
0,1,1.00126,
0,1,1.01473,
0,1,1.02674,
0,1,1.02605,
0,1,1.01241,
0,1,0.99775,
0,1,0.98928,
0,1,0.987776,
0,1,0.989897,
0,1,0.991043,
0,1,0.994939,
0,1,1.00222,
0,1,1.01163,
0,1,1.01143,
0,1,0.998711,
0,1,0.991096,
0,1,0.992845,
0,1,1.00144,
0,1,1.01575,
0,1,1.01717,
0,1,1.00639,
0,1,0.987735,
0,1,0.973413,
0,1,0.97939,
0,1,0.997422,
0,1,1.0091,
0,1,1.00964,
0,1,0.994663,
0,1,0.976898,
0,1,0.980507,
0,1,1.00036,
0,1,1.02147,
0,1,1.02508,
0,1,1.01251,
0,1,0.990298,
0,1,0.972037,
0,1,0.973113,
0,1,0.989414,
0,1,1.00583,
0,1,1.01403,
0,1,1.00652,
0,1,1.00381,
0,1,1.0164,
0,1,1.02927,
0.00076233,1,1.04072,
0.00218618,1,1.04374,
0.00314123,1,1.03446,
0.00345225,1,1.01783,
0.00304297,1,0.996809,
0.00201405,1,0.972319,
0.000689318,1,0.9562,
0,1,0.95411,
0,1,0.960998,
0,1,0.972467,
0,1,0.985102,
0,1,0.996923,
0,1,1.00694,
0,1,1.01514,
0,1,1.01916,
0,1,1.01192,
0,1,1.00117,
0,1,0.988091,
