1.67416,0.335757,-0.394464,-1.26843,0.343714,-3.24948,
1.67416,0.335757,-0.394464,-1.26843,0.343714,-3.24948,
1.61435,0.332294,-0.339885,-1.17791,0.345915,-3.34207,
1.58272,0.341963,-0.297257,-1.09823,0.340729,-3.39927,
1.63256,0.335467,-0.318062,-1.08471,0.347274,-3.38829,
1.63617,0.334008,-0.323008,-1.05166,0.346016,-3.41904,
1.61881,0.34116,-0.310654,-1.00294,0.338545,-3.46286,
1.63447,0.340797,-0.319189,-0.978845,0.335584,-3.47839,
1.63933,0.339823,-0.325324,-0.951757,0.332869,-3.50278,
1.63557,0.337989,-0.32453,-0.919025,0.331451,-3.5314,
1.63725,0.337637,-0.326817,-0.890733,0.329762,-3.5547,
1.63777,0.335899,-0.329542,-0.862963,0.329318,-3.57858,
1.63645,0.336051,-0.332539,-0.836263,0.32715,-3.60295,
1.63604,0.336226,-0.334406,-0.809126,0.325087,-3.62546,
1.63704,0.335978,-0.337984,-0.784684,0.322956,-3.64632,
1.63663,0.336709,-0.339845,-0.759328,0.321199,-3.66687,
1.63576,0.335621,-0.341123,-0.733879,0.319977,-3.68695,
1.63585,0.334312,-0.343254,-0.71058,0.319309,-3.7054,
1.63783,0.333527,-0.346721,-0.689,0.318291,-3.72247,
1.63698,0.332483,-0.348072,-0.666542,0.318329,-3.73976,
1.63565,0.333318,-0.349179,-0.644444,0.31668,-3.75666,
1.63567,0.332861,-0.350676,-0.623287,0.316235,-3.7722,
1.63375,0.331941,-0.35077,-0.601121,0.315955,-3.78808,
1.63166,0.332755,-0.3512,-0.578421,0.314159,-3.80449,
1.63346,0.333723,-0.354085,-0.561286,0.312648,-3.81713,
1.63298,0.333775,-0.354744,-0.542916,0.311433,-3.82965,
1.63386,0.333,-0.356366,-0.525936,0.310654,-3.8413,
1.6304,0.333003,-0.355152,-0.504648,0.310305,-3.8553,
1.63086,0.332998,-0.356725,-0.487765,0.309576,-3.86684,
1.63302,0.332819,-0.359002,-0.472955,0.308953,-3.87671,
1.63268,0.331545,-0.360056,-0.457362,0.309336,-3.88727,
1.63091,0.332932,-0.359744,-0.43995,0.30726,-3.89823,
1.63255,0.333871,-0.360906,-0.426757,0.305676,-3.90611,
1.63322,0.33305,-0.361212,-0.412304,0.306314,-3.9144,
1.63434,0.332997,-0.361884,-0.398638,0.305283,-3.92225,
1.63495,0.332091,-0.361927,-0.385171,0.306034,-3.92962,
1.63455,0.32988,-0.361745,-0.371769,0.307633,-3.93724,
1.6349,0.330835,-0.362098,-0.358695,0.307208,-3.9447,
1.63431,0.332049,-0.361533,-0.345791,0.30679,-3.9516,
1.63275,0.332832,-0.360212,-0.332439,0.305659,-3.95844,
1.63421,0.330909,-0.360013,-0.320829,0.307044,-3.9638,
1.63373,0.330653,-0.359554,-0.309437,0.306844,-3.96975,
1.63132,0.332241,-0.358614,-0.296885,0.304554,-3.9768,
1.63628,0.331474,-0.360566,-0.290463,0.304828,-3.97954,
1.63579,0.331179,-0.360202,-0.279941,0.304417,-3.98502,
1.63591,0.331564,-0.360802,-0.271701,0.304214,-3.98989,
1.63371,0.332135,-0.359596,-0.261008,0.303677,-3.99542,
1.74452,0.33769,-0.422594,-0.412491,0.301897,-3.90915,
1.78584,0.341035,-0.467256,-0.503879,0.295389,-3.86801,
1.70666,0.341142,-0.428948,-0.486229,0.288265,-3.89283,
1.722,0.335481,-0.435162,-0.529134,0.293968,-3.86163,
1.73322,0.330232,-0.449132,-0.579318,0.296545,-3.83454,
1.69826,0.337917,-0.432369,-0.581614,0.290123,-3.8397,
1.69917,0.338158,-0.433862,-0.611569,0.289567,-3.82032,
1.70052,0.335238,-0.43419,-0.633106,0.291219,-3.80498,
1.69094,0.336378,-0.430778,-0.649595,0.289436,-3.79674,
1.69174,0.33733,-0.430427,-0.669699,0.287935,-3.78172,
1.69354,0.336655,-0.431968,-0.690821,0.286925,-3.76699,
1.68726,0.336432,-0.428252,-0.704135,0.286897,-3.75823,
1.68743,0.334823,-0.42778,-0.721414,0.287971,-3.7452,
1.68782,0.335388,-0.42743,-0.73801,0.287408,-3.73244,
1.68609,0.335596,-0.425793,-0.752312,0.28649,-3.72151,
1.68483,0.334906,-0.424178,-0.766096,0.286524,-3.71061,
1.68455,0.334821,-0.423163,-0.779044,0.286139,-3.7001,
1.68285,0.334946,-0.42142,-0.791002,0.285692,-3.69061,
1.68285,0.334752,-0.420667,-0.80302,0.285774,-3.68074,
1.68172,0.334701,-0.419301,-0.814371,0.285447,-3.67155,
1.68179,0.334533,-0.419007,-0.826089,0.285537,-3.66217,
1.6812,0.334582,-0.417937,-0.836527,0.285236,-3.65346,
1.68093,0.334639,-0.416924,-0.846501,0.284919,-3.64487,
1.67962,0.334684,-0.415416,-0.855309,0.284644,-3.63747,
