0,2
1,3
2,4
5,7
6,8
7,9
10,12
11,13
12,14
13,15
16,18
17,19
18,20
19,21
20,22
21,23
24,26
25,27
26,28
27,29
28,30
10,25
5,18
11,26
0,12
6,19
12,27
1,13
7,20
13,28
2,14
8,21
14,29
3,15
9,22
15,30
0,10
5,16
1,11
6,17
11,24
2,12
7,18
12,25
3,13
8,19
13,26
4,14
9,20
14,27
15,28
