0,-0.9
1,0.9
2,0.6
3,0.3
4,0
5,-0.3
6,1
7,0.9
8,0.6
9,0.3
10,0
11,-0.3
12,-0.6
13,1
14,0.9
15,0.6
16,0.3
17,0
18,-0.3
19,-0.6
20,0.9
21,0.6
22,0.3
23,0
24,-0.3
25,-0.6
