0,
0.532859,
2.79298,
6.95817,
12.3358,
18.0533,
23.5184,
28.3909,
32.1882,
34.0969,
35.5945,
40.2806,
43.6698,
52.1846,
58.1157,
60.2748,
64.6013,
70.5598,
72.2422,
75.2549,
78.5096,
80.8861,
83.7562,
86.4658,
88.066,
92.4204,
95.0989,
97.8087,
101.834,
105.308,
109.529,
114.011,
117.151,
119.82,
122.864,
127.212,
128.783,
131.444,
133.489,
134.768,
137.252,
137.568,
140.022,
142.119,
144.184,
145.936,
148.537,
150.746,
151.805,
156.277,
157.697,
159.872,
164.723,
165.241,
168.898,
172.126,
175.326,
177.547,
181.817,
185.587,
5.09662,
6.07987,
6.65309,
6.79276,
6.74647,
6.66933,
6.59053,
6.55228,
6.54765,
6.57132,
6.621,
6.69723,
6.79798,
6.91695,
7.04708,
7.18595,
7.32951,
7.47669,
7.62485,
7.77169,
7.91351,
8.04856,
8.17706,
8.29888,
8.41313,
8.51927,
8.61684,
8.7052,
8.78383,
8.85157,
8.90933,
8.95604,
8.98686,
8.99765,
8.99084,
8.96607,
8.92293,
8.8568,
8.77176,
8.66781,
8.54451,
8.41067,
8.2733,
8.13266,
7.99425,
7.86146,
7.73396,
7.61147,
7.4931,
7.3788,
7.26797,
7.1613,
7.05877,
6.96014,
6.86518,
6.77412,
6.68648,
6.60191,
6.52036,
6.44186,
1.39461,
1.74813,
3.55451,
6.95405,
11.3204,
15.9642,
20.3241,
23.0214,
24.912,
28.8781,
30.6418,
37.6483,
43.2918,
46.419,
49.3947,
52.7951,
57.4953,
59.5782,
61.8665,
66.8999,
70.2217,
72.3496,
77.1841,
80.712,
85.8213,
89.5725,
91.8953,
94.84,
98.83,
100.542,
104.147,
107.449,
109.701,
114.231,
117.677,
121.012,
124.146,
127.639,
130.229,
132.145,
135.183,
136.673,
137.989,
140.959,
142.608,
143.981,
146.248,
149.719,
151.075,
151.968,
156.65,
159.566,
160.648,
165.546,
166.981,
168.038,
171.332,
173.324,
175.477,
179.026,
3.72874,
3.96886,
4.15946,
4.1399,
4.02635,
3.89503,
3.78581,
3.71509,
3.69066,
3.7134,
3.77503,
3.87094,
3.9931,
4.13629,
4.29331,
4.4593,
4.63009,
4.80314,
4.97215,
5.13944,
5.30566,
5.47191,
5.63658,
5.79729,
5.95315,
6.10291,
6.24549,
6.37987,
6.50649,
6.6249,
6.73467,
6.83357,
6.91501,
6.98501,
7.04664,
7.09916,
7.14207,
7.1683,
7.17476,
7.16419,
7.13673,
7.09364,
7.04242,
6.98404,
6.91783,
6.8318,
6.72672,
6.6175,
6.51051,
6.40384,
6.2964,
6.19298,
6.09386,
5.99842,
5.90644,
5.81772,
5.73185,
5.64881,
5.56815,
5.48973,
1.27165,
1.84018,
4.47718,
7.31743,
10.7061,
14.8406,
18.8353,
21.1221,
23.262,
26.975,
29.538,
36.0028,
40.9488,
44.8939,
49.3904,
54.2789,
58.5108,
62.8903,
67.1333,
71.3676,
76.0306,
77.8984,
82.7133,
88.2533,
89.8887,
93.1867,
98.1495,
99.3574,
102.678,
106.835,
108.83,
111.97,
117.264,
118.007,
121.499,
123.843,
126.896,
127.398,
133.116,
134.255,
137.037,
140.862,
141.73,
144.928,
146.647,
149.286,
152.039,
153.983,
157.511,
159.277,
160.137,
162.665,
165.914,
168.11,
170.422,
173.069,
177.161,
179.648,
183.883,
186.535,
2.7375,
2.66586,
2.73766,
2.71216,
2.62409,
2.51645,
2.43867,
2.40729,
2.41452,
2.46581,
2.55224,
2.66865,
2.81184,
2.97555,
3.15297,
3.34225,
3.53874,
3.73734,
3.93255,
4.12346,
4.30961,
4.49095,
4.66694,
4.83711,
5.00226,
5.16101,
5.31297,
5.45781,
5.59335,
5.71887,
5.82961,
5.92787,
6.01728,
6.09854,
6.17227,
6.23685,
6.28558,
6.32141,
6.34219,
6.3476,
6.33889,
6.31782,
6.28507,
6.24469,
6.19667,
6.13725,
6.05831,
5.96653,
5.87081,
5.77695,
5.68576,
5.59374,
5.50117,
5.41206,
5.32643,
5.24373,
5.16395,
5.08626,
5.01091,
4.93767,
0.878983,
0.810571,
0.744556,
0.680344,
0.61807,
0.55769,
0.499558,
0.443329,
0.38911,
0.336833,
0.28656,
0.238259,
0.191977,
0.147284,
0.104287,
0.0629327,
0.0233024,
-0.0144646,
-0.0503634,
-0.0843952,
-0.116673,
-0.146902,
-0.175428,
-0.201937,
-0.226805,
-0.249872,
-0.27124,
-0.290866,
-0.308866,
-0.325221,
-0.340173,
-0.353597,
-0.365515,
-0.376065,
-0.385368,
-0.39337,
-0.400166,
-0.405815,
-0.41039,
-0.413981,
-0.416656,
-0.418516,
-0.419637,
-0.420061,
-0.419892,
-0.419219,
-0.418072,
-0.416546,
-0.414693,
-0.41257,
-0.410218,
-0.407733,
-0.405119,
-0.402449,
-0.399727,
-0.39705,
-0.394431,
-0.391912,
-0.389522,
-0.38734,
-0.41946,
-0.417742,
-0.416272,
-0.415063,
-0.414112,
-0.413458,
-0.413259,
-0.413653,
-0.414708,
-0.416104,
-0.417778,
-0.419902,
-0.4227,
-0.426206,
-0.429945,
-0.433853,
-0.438079,
-0.442414,
-0.446829,
-0.451432,
-0.45604,
-0.460648,
-0.46522,
-0.469754,
-0.474231,
-0.478634,
-0.482975,
-0.487253,
-0.49145,
-0.495568,
-0.499619,
-0.503599,
-0.507564,
-0.511539,
-0.515513,
-0.51945,
-0.523363,
-0.527175,
-0.530874,
-0.534462,
-0.537937,
-0.54129,
-0.544523,
-0.547636,
-0.550629,
-0.553498,
-0.556241,
-0.558854,
-0.56134,
-0.563701,
-0.565937,
-0.56805,
-0.570044,
-0.571926,
-0.573693,
-0.575351,
-0.576896,
-0.578328,
-0.579652,
-0.580871,
-0.592029,
-0.593038,
-0.593947,
-0.594761,
-0.595483,
-0.596113,
-0.596658,
-0.59712,
-0.597497,
-0.597797,
-0.598027,
-0.598182,
-0.598273,
-0.598295,
-0.598253,
-0.598154,
-0.598001,
-0.597803,
-0.597562,
-0.597282,
-0.596969,
-0.59663,
-0.596264,
-0.595873,
-0.595462,
-0.595035,
-0.594595,
-0.594146,
-0.59369,
-0.593232,
-0.592774,
-0.592325,
-0.591886,
-0.591454,
-0.59103,
-0.590616,
-0.590216,
-0.58983,
-0.58946,
-0.589107,
-0.588768,
-0.588449,
-0.588149,
-0.587867,
-0.587605,
-0.587363,
-0.58714,
-0.58694,
-0.586769,
-0.586629,
-0.586508,
-0.586406,
-0.586321,
-0.586256,
-0.586222,
-0.586205,
-0.586202,
-0.586218,
-0.586256,
-0.586316,
-0.589358,
-0.589483,
-0.58962,
-0.58976,
-0.589897,
-0.590027,
-0.59015,
-0.590266,
-0.590375,
-0.590476,
-0.590571,
-0.59066,
-0.590743,
-0.590819,
-0.59089,
-0.590954,
-0.591012,
-0.591065,
-0.591114,
-0.591156,
-0.591192,
-0.591223,
-0.591249,
-0.59127,
-0.591285,
-0.591296,
-0.591302,
-0.591305,
-0.591303,
-0.591298,
-0.591289,
-0.591275,
-0.591258,
-0.591237,
-0.591213,
-0.591187,
-0.591157,
-0.591123,
-0.591087,
-0.591048,
-0.591006,
-0.590961,
-0.590914,
-0.590865,
-0.590814,
-0.59076,
-0.590705,
-0.590648,
-0.590589,
-0.590529,
-0.590468,
-0.590405,
-0.590342,
-0.590278,
-0.590214,
-0.590149,
-0.590085,
-0.59002,
-0.589955,
