3.49802,4.91035,-2.12834,-0.451096,2.77212,-3.9154,
3.49802,4.91035,-2.12834,-0.451096,2.77212,-3.9154,
3.49802,4.91035,-2.12834,-0.451096,2.77212,-3.9154,
3.48777,4.91532,-2.10671,-0.434662,2.76678,-3.93957,
3.47995,4.91896,-2.08988,-0.420825,2.76283,-3.95969,
3.47427,4.92159,-2.07725,-0.409361,2.75996,-3.97616,
3.46988,4.92363,-2.06734,-0.399375,2.75755,-3.99038,
3.46634,4.92513,-2.0593,-0.390467,2.75552,-4.00326,
3.46353,4.92623,-2.05293,-0.38252,2.7537,-4.01484,
3.46124,4.92707,-2.04772,-0.3752,2.75205,-4.02562,
3.45939,4.92775,-2.04351,-0.36838,2.75049,-4.03569,
3.45788,4.9283,-2.04,-0.361941,2.74906,-4.04525,
3.45669,4.92872,-2.03719,-0.355852,2.74772,-4.05434,
3.45572,4.92902,-2.03475,-0.349913,2.74652,-4.06329,
3.45498,4.92925,-2.0328,-0.344223,2.74539,-4.07191,
3.4544,4.9294,-2.03116,-0.338678,2.74437,-4.08039,
3.45396,4.92951,-2.02984,-0.333305,2.74337,-4.08862,
3.45354,4.92966,-2.02874,-0.327991,2.7423,-4.09674,
3.45321,4.92979,-2.02792,-0.322849,2.74124,-4.10464,
3.45295,4.9299,-2.02727,-0.317763,2.7402,-4.11248,
3.45275,4.92998,-2.02678,-0.312772,2.73917,-4.12018,
3.45263,4.92997,-2.02637,-0.30789,2.73824,-4.12779,
3.45253,4.92996,-2.02607,-0.303065,2.73729,-4.13529,
3.45241,4.93001,-2.02588,-0.298239,2.73625,-4.14274,
3.45237,4.93001,-2.0258,-0.29351,2.73527,-4.1501,
3.45236,4.92997,-2.02573,-0.288786,2.73437,-4.15746,
3.45236,4.92995,-2.02574,-0.284105,2.73348,-4.16477,
3.45231,4.93003,-2.02575,-0.279405,2.73261,-4.17208,
3.45218,4.93031,-2.02588,-0.274767,2.73171,-4.17927,
3.45203,4.93054,-2.0259,-0.270078,2.73084,-4.18654,
3.45203,4.93053,-2.02598,-0.265469,2.73003,-4.19372,
3.452,4.93059,-2.02605,-0.260815,2.72924,-4.20094,
3.45202,4.93058,-2.02617,-0.256202,2.72843,-4.20809,
3.45207,4.93052,-2.02635,-0.251623,2.72763,-4.21519,
3.45211,4.93047,-2.02657,-0.247084,2.72679,-4.22222,
3.45205,4.93046,-2.02665,-0.242449,2.72595,-4.22936,
3.45204,4.93038,-2.02678,-0.237876,2.72513,-4.23643,
3.45205,4.93034,-2.02704,-0.233333,2.7242,-4.24335,
3.45204,4.9303,-2.02723,-0.228794,2.72336,-4.25029,
3.45204,4.93018,-2.0273,-0.224214,2.72264,-4.25733,
3.45208,4.93004,-2.0275,-0.219746,2.72191,-4.26423,
3.45212,4.92985,-2.02762,-0.215245,2.72121,-4.27115,
3.45213,4.92969,-2.02776,-0.210754,2.72048,-4.27805,
3.45215,4.9295,-2.02794,-0.206309,2.71978,-4.28491,
3.45212,4.92938,-2.02812,-0.201823,2.71899,-4.29175,
3.45204,4.92929,-2.0283,-0.197298,2.71815,-4.29861,
3.45201,4.92913,-2.02851,-0.19283,2.71736,-4.30542,
3.45196,4.92897,-2.02867,-0.188326,2.7166,-4.31228,
3.45191,4.92881,-2.0289,-0.183881,2.71581,-4.31903,
3.45175,4.92865,-2.02908,-0.17948,2.715,-4.32583,
3.45157,4.92855,-2.02934,-0.175071,2.71408,-4.33255,
3.45154,4.92832,-2.02963,-0.170732,2.71332,-4.33918,
3.45151,4.92811,-2.02992,-0.166395,2.71255,-4.34578,
3.45125,4.92805,-2.03015,-0.161947,2.71162,-4.35251,
3.45092,4.92814,-2.0304,-0.157423,2.71054,-4.35919,
3.45086,4.92802,-2.03073,-0.152991,2.70964,-4.3657,
3.45081,4.92787,-2.03106,-0.1486,2.70874,-4.37218,
3.45076,4.92765,-2.03134,-0.144223,2.70794,-4.3787,
3.4507,4.92744,-2.03167,-0.139909,2.70709,-4.38512,
3.45064,4.92714,-2.03197,-0.135665,2.70633,-4.39153,
3.45058,4.92686,-2.03228,-0.131432,2.70557,-4.3979,
3.45035,4.92665,-2.03249,-0.127095,2.70471,-4.40439,
3.45017,4.92643,-2.03275,-0.122801,2.70386,-4.41082,
3.46236,4.92286,-2.05107,-0.13726,2.70759,-4.39552,
3.47236,4.91986,-2.06664,-0.14954,2.71064,-4.3823,
3.48033,4.91755,-2.07965,-0.159833,2.71303,-4.37104,
3.48671,4.91571,-2.09054,-0.168596,2.71495,-4.36135,
3.49167,4.91434,-2.09952,-0.175928,2.71642,-4.35318,
3.49563,4.91338,-2.10714,-0.182223,2.71757,-4.34611,
3.49879,4.91269,-2.1136,-0.187625,2.71846,-4.33999,
3.50131,4.9122,-2.11908,-0.192344,2.71917,-4.33463,
3.5033,4.91187,-2.12373,-0.196475,2.71971,-4.32991,
3.50492,4.9116,-2.12773,-0.200198,2.72017,-4.32565,
3.50618,4.9114,-2.13101,-0.203428,2.72055,-4.32192,
3.50715,4.9112,-2.13373,-0.206324,2.72088,-4.31862,
3.50801,4.91095,-2.13618,-0.209053,2.72119,-4.31552,
3.50869,4.91073,-2.13826,-0.21155,2.72149,-4.31269,
3.50919,4.91051,-2.13996,-0.213802,2.72177,-4.31019,
3.50959,4.91027,-2.14141,-0.215909,2.72209,-4.30788,
3.50991,4.91015,-2.14263,-0.217838,2.72241,-4.3057,
3.51011,4.91005,-2.14362,-0.219647,2.72277,-4.30367,
3.51022,4.90994,-2.14432,-0.221342,2.72321,-4.30182,
3.51015,4.90987,-2.14478,-0.222851,2.72357,-4.3002,
3.51023,4.90977,-2.14528,-0.224341,2.72392,-4.29845,
3.51029,4.90964,-2.1457,-0.225752,2.72426,-4.2968,
3.51038,4.90942,-2.14601,-0.227083,2.72462,-4.29523,
3.51036,4.90929,-2.14628,-0.228365,2.72491,-4.29372,
3.51028,4.90919,-2.14645,-0.229657,2.72527,-4.29226,
3.5102,4.90906,-2.1466,-0.230938,2.7256,-4.29079,
3.51011,4.90889,-2.1467,-0.232173,2.72591,-4.28936,
3.51003,4.90868,-2.14676,-0.233353,2.72617,-4.28799,
3.50996,4.9085,-2.14679,-0.234455,2.7264,-4.28663,
3.50985,4.90836,-2.1468,-0.235537,2.72662,-4.2853,
3.50971,4.90822,-2.14684,-0.236654,2.72681,-4.28396,
3.50956,4.9081,-2.14686,-0.237748,2.72699,-4.28264,
3.50937,4.90795,-2.14675,-0.238752,2.72719,-4.28146,
